taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval
Matheronia,119,Het,145.06,Matheronia,extinct,150.8,140.2,122.46,112.03,Tithonian,Early Cretaceous
Matsumotoa,69.05,nonHet,35.04,Matsumotoa,extinct,113,100.5,93.9,89.8,Albian,Turonian
Mclearnia,119,nonHet,91.52,Mclearnia,extinct,167.7,161.2,129.4,125,Bathonian,Barremian
Mecynodon,390.5,nonHet,41.08,Mecynodon,extinct,393.3,387.7,387.7,382.7,Middle Devonian,
Medionidus,0.01,nonHet,39.84,Medionidus,extant,,,,,,
Mediraon,119,Het,21.44666667,Mediraon,extinct,125.45,122.46,125,113,Barremian,Aptian
Meekia,69.05,Het,39.93,Meekia,extinct,112.03,109,70.6,66,Albian,Late Cretaceous
Megacardita,0.01,nonHet,99.6,Megacardita,extant,55.8,48.6,0.126,0.0117,Eocene,Pleistocene
Megalomoidea,424.3,nonHet,54.84285714,Megalomoidea,extinct,443.4,433.4,425.6,419.2,Silurian,
Megalonaias,0.01,nonHet,110.0333333,Megalonaias,extant,41.3,38,41.3,38,Bartonian,
Megatrigonia,69.05,nonHet,136.5777778,Megatrigonia,extinct,157.3,145,72.1,66,Kimmeridgian,Cretaceous
Megaxinus,0.01,Het,20.2625,Megaxinus,extant,33.9,28.1,0.126,0.0117,Oligocene,Pleistocene
Megayoldia,0.01,nonHet,73.1,Megayoldia,extant,72.1,66,3.6,2.588,Maastrichtian,Neogene
Meiocardia,0.01,Het,60.8,Meiocardia,extant,72.1,66,0.126,0.0117,Maastrichtian,Pleistocene
Melaxinaea,0.01,nonHet,52.3,Melaxinaea,extant,11.608,5.333,11.608,5.333,Tortonian,Messinian
Meleagrinella,148.55,nonHet,12.425,Meleagrinella,extinct,251.3,247.2,72.1,66,Mesozoic,Cretaceous
Melliteryx,0.01,nonHet,8.28125,Melliteryx,extant,3.6,2.588,0.126,0.0117,Piacenzian,Pleistocene
Melosia,12.72,nonHet,25.16,Melosia,extinct,23.03,15.97,15.97,13.82,Aquitanian,Langhian
Mercenaria,0.01,nonHet,168,Mercenaria,extant,28.4,23.03,0.0117,0,Oligocene,Holocene
Meretrissa,31,nonHet,8.705,Meretrissa,extinct,,,,,,
Meretrix,0.01,nonHet,138.9,Meretrix,extant,139.8,129.4,0.126,0.0117,Valanginian,Pleistocene
Merisca,0.01,Het,40.86,Merisca,extant,28.4,23.03,0.0117,0,Oligocene,Holocene
Merismopteria,262.5,nonHet,53.65,Merismopteria,extinct,323.2,307,254.17,252.17,Pennsylvanian,Permian
Meroena,35.95,nonHet,42.38,Meroena,extinct,47.8,41.3,37.2,33.9,Lutetian,Priabonian
Mesodesma,0.01,nonHet,100,Mesodesma,extant,56,47.8,0.0117,0,Eocene,Holocene
Mesodiceras,154.7,nonHet,44.42857143,Mesodiceras,extinct,,,,,,
Mesolinga,69.05,nonHet,11.23333333,Mesolinga,extinct,167.7,164.7,122.46,112.03,Bathonian,Early Cretaceous
Mesopeplum,0.01,nonHet,70.7,Mesopeplum,extant,55.8,53,11.608,5.333,Eocene,Miocene
Mesosaccella,57.6,nonHet,19.555,Mesosaccella,extinct,228,205.6,56,47.8,Norian,Ypresian
Mesotrigonia,69.05,nonHet,22.42,Mesotrigonia,extinct,,,,,,
Microcardium,0.01,Het,26.5,Microcardium,extant,37.2,33.9,3.6,2.588,Priabonian,Neogene
Microcyprina,35.95,nonHet,18.59,Microcyprina,extinct,,,,,,
Microfragum,0.01,Het,18,Microfragum,extant,,,,,,
Microtrigonia,69.05,nonHet,10.865,Microtrigonia,extinct,86.3,72.1,72.1,66,Santonian,Maastrichtian
Milneria,0.01,nonHet,18,Milneria,extant,2.588,0.126,0.126,0,Pleistocene,Holocene
Milovanovicia,91.55,nonHet,60.67924528,Milovanovicia,extinct,93.9,89.3,72.1,66,Turonian,Maastrichtian
Minepharus,231.5,nonHet,40.76,Minepharus,extinct,,,,,,
Minetrigonia,218.25,nonHet,24.61333333,Minetrigonia,extinct,237,228,205.6,201.3,Late Triassic,
Minnivola,0.01,nonHet,66.7,Minnivola,extant,11.608,5.333,5.333,2.588,Tortonian,Pliocene
Miodomeris,35.95,Het,2.783,Miodomeris,extinct,66,61.6,66,56,Paleocene,
Miodontiscus,0.01,nonHet,20,Miodontiscus,extant,61.6,59.2,0.126,0,Selandian,Holocene
Mirapecten,0.01,nonHet,81.1,Mirapecten,extant,23.03,15.97,23.03,15.97,Aquitanian,Burdigalian
Mitrocaprina,69.05,nonHet,50.44,Mitrocaprina,extinct,86.3,83.6,70.6,66,Santonian,Maastrichtian
Mizuhopecten,0.01,nonHet,214,Mizuhopecten,extant,23.03,15.97,1.806,0.781,Neogene,Calabrian
Modiolarca,0.01,nonHet,46,Modiolarca,extant,28.4,15.97,5.333,2.588,Oligocene,Neogene
Modiolatus,0.01,nonHet,115,Modiolatus,extant,113,100.5,0.126,0.0117,Albian,Pleistocene
Modiolodon,449.1,nonHet,34.06,Modiolodon,extinct,466,460.9,449.5,443.7,Darriwilian,Late Ordovician
Modiolopsis,421.1,nonHet,39.725,Modiolopsis,extinct,485.4,477.7,259.9,254.17,Ordovician,Wuchiapingian
Modiolus,0.01,nonHet,213,Modiolus,extant,407.6,393.3,0.0117,0,Emsian,Cenozoic
Monitilora,0.01,Het,12.47037037,Monitilora,extant,66,61.6,5.333,2.588,Paleogene,Neogene
Monodacna,0.01,Het,40,Monodacna,extant,0.126,0.0117,0.126,0.0117,Late Pleistocene,
Monopleura,69.05,nonHet,41.86,Monopleura,extinct,140.2,136.4,70.6,66,Cretaceous,Late Cretaceous
Monopteria,305.35,nonHet,25.635,Monopteria,extinct,313.8,305.9,303.4,298.9,Moscovian,Gzhelian
Monothyra,0.01,Het,167,Monothyra,extant,,,,,,
Monotis,218.25,nonHet,47.74,Monotis,extinct,265.1,259.9,208.5,201.3,Capitanian,Triassic
Montacuta,0.01,nonHet,3.3925,Montacuta,extant,59.2,56,0.0117,0,Thanetian,Holocene
Mulinia,0.01,nonHet,78,Mulinia,extant,37.2,33.9,0.0117,0,Priabonian,Holocene
Mulinoides,69.05,nonHet,53.92,Mulinoides,extinct,72.1,66,56,47.8,Maastrichtian,Ypresian
Musculus,0.01,nonHet,80,Musculus,extant,170.3,168.3,0.0117,0,Bajocian,Cenozoic
Mutiella,69.05,nonHet,22.16,Mutiella,extinct,125.45,122.46,70.6,66,Barremian,Late Cretaceous
Mweruella,0.01,nonHet,42.46,Mweruella,extant,,,,,,
Mya,0.01,Het,200,Mya,extant,167.7,164.7,0.0117,0,Bathonian,Cenozoic
Myadesma,18.21,nonHet,70.46,Myadesma,extinct,48.6,37.2,15.97,11.608,Eocene,Tortonian
Myadora,0.01,nonHet,46,Myadora,extant,33.9,28.4,0.126,0.0117,Oligocene,Pleistocene
Myalina,257.05,nonHet,97.77142857,Myalina,extinct,453,445.2,235,228,Katian,Carnian
Myllitella,0.01,nonHet,3.025,Myllitella,extant,,,,,,
Myochama,0.01,nonHet,30,Myochama,extant,3.6,2.588,3.6,2.588,Piacenzian,
Myoconcha,69.05,Het,43.85,Myoconcha,extinct,290.1,272.3,72.1,66,Artinskian,Mesozoic
Myonia,257.05,nonHet,166.2352941,Myonia,extinct,323.2,307,254.17,252.17,Pennsylvanian,Permian
Myopholas,106.75,nonHet,60.99,Myopholas,extinct,201.3,175.6,105.3,99.6,Jurassic,Cenomanian
Myophorella,127.2,nonHet,110.7777778,Myophorella,extinct,201.3,183,125.45,100.5,Jurassic,Early Cretaceous
Myophoria,218.25,nonHet,15.89,Myophoria,extinct,453,445.2,189.6,174.1,Katian,Early Jurassic
Myophoricardium,231.5,nonHet,14.00769231,Myophoricardium,extinct,251.2,242,208.5,201.3,Olenekian,Late Triassic
Myophorigonia,169.3,nonHet,13.11,Myophorigonia,extinct,242,237,189.6,183,Ladinian,Pliensbachian
Myophoriopis,204.9,nonHet,16,Myophoriopis,extinct,259.9,254.17,208.5,201.3,Lopingian,Triassic
Myoplusia,455.7,nonHet,8.63,Myoplusia,extinct,477.7,470,433.4,423,Floian,Ludlow
Myrakeena,0.01,nonHet,98.6,Myrakeena,extant,259.9,254.17,0.0117,0,Lopingian,Cenozoic
Myrtea,0.01,Het,25.37142857,Myrtea,extant,105.3,99.6,1.806,0.0117,Albian,Pleistocene
Mysella,0.01,Het,4.14375,Mysella,extant,66,61.6,0.0117,0,Cenozoic,
Mysia,0.01,nonHet,38,Mysia,extant,180.1,170.3,3.6,2.588,Toarcian,Neogene
Mysidiella,204.9,nonHet,81.94285714,Mysidiella,extinct,247.2,242,208.5,201.3,Middle Triassic,Late Triassic
Mytella,0.01,nonHet,110,Mytella,extant,61.6,47.8,0.126,0,Selandian,Holocene
Mytilarca,377.45,nonHet,42.4,Mytilarca,extinct,460.9,452,259.9,254.17,Darriwilian,Wuchiapingian
Mytilaster,0.01,nonHet,25,Mytilaster,extant,174.1,168.4,0.126,0.0117,Middle Jurassic,Pleistocene
Mytiloides,77.85,nonHet,162.96,Mytiloides,extinct,190.8,183,85.8,66,Pliensbachian,Cretaceous
Mytiloperna,0.01,nonHet,32.96153846,Mytiloperna,extinct,201.3,196.5,150.8,145,Jurassic,
Mytilops,377.45,nonHet,52.09,Mytilops,extinct,387.7,382.7,387.7,382.7,Givetian,
Mytilopsis,0.01,Het,38,Mytilopsis,extant,48.6,28.4,0.0117,0,Eocene,Holocene
Nanaochlamys,0.01,nonHet,42.575,Nanaochlamys,extinct,15.97,11.62,5.333,3.6,Langhian,Zanclean
Nannomactra,0.01,Het,23.99333333,Nannomactra,,,,,,,
Nannonaia,0.01,nonHet,31.04,Nannonaia,extant,,,,,,
Nanogyra,142.4,nonHet,19.94,Nanogyra,extinct,196.5,189.6,2.588,0.781,Sinemurian,Calabrian
Nanonavis,69.05,nonHet,29.275,Nanonavis,extant,201.3,174.1,61.6,59.2,Jurassic,Selandian
Nathorstella,400.45,nonHet,36.28,Nathorstella,extinct,,,,,,
Nayadina,39.65,nonHet,56.95714286,Nayadina,extinct,105.3,93.9,37.2,33.9,Albian,Eocene
Neaeromya,0.01,Het,21.33,Neaeromya,extant,3.6,2.588,0.126,0.0117,Piacenzian,Pleistocene
Neilo,0.01,nonHet,53,Neilo,extant,83.6,72.1,12.7,0.0117,Campanian,Pleistocene
Neilonella,0.01,nonHet,16,Neilonella,extant,72.1,66,5.333,2.588,Maastrichtian,Neogene
Nelltia,69.05,nonHet,37.28,Nelltia,extinct,100.5,93.9,93.9,89.8,Cenomanian,Turonian
Nemocardium,0.01,Het,81.5,Nemocardium,extant,242,237,0.126,0.0117,Ladinian,Pleistocene
Nemodon,69.05,nonHet,27.77,Nemodon,extinct,201.3,196.5,41.3,38,Jurassic,Bartonian
Neoburmesia,148.55,nonHet,80.64,Neoburmesia,extinct,157.3,152.1,157.3,152.1,Kimmeridgian,
Neogaimardia,0.01,nonHet,5.026666667,Neogaimardia,extant,,,,,,
Neoinoceramus,25.57,nonHet,154.9,Neoinoceramus,extinct,33.9,23.03,23.03,5.333,Oligocene,Miocene
Neolepton,0.01,nonHet,6.1,Neolepton,extant,21.7,19,0.0117,0,Neogene,Holocene
Neomegalodon,204.9,Het,63.88,Neomegalodon,extinct,242,237,208.5,201.3,Ladinian,Late Triassic
Neopycnodonte,0.01,nonHet,80,Neopycnodonte,extant,66,61.6,0.126,0.0117,Paleogene,Pleistocene
Neotapes,0.01,nonHet,58,Neotapes,extant,,,,,,
Neotrigonia,0.01,nonHet,57.7,Neotrigonia,extant,15.97,11.608,5.333,3.6,Langhian,Zanclean
Nesobornia,0.01,nonHet,10.815625,Nesobornia,extant,,,,,,
Netastoma,0.01,Het,40,Netastoma,extant,56,47.8,0.781,0.126,Eocene,Middle Pleistocene
Nettastomella,0.01,Het,9.76,Nettastomella,extant,56,47.8,0.781,0.126,Eocene,Middle Pleistocene
Nevenulora,0.01,Het,16.485,Nevenulora,extant,72.1,66,41.3,38,Maastrichtian,Bartonian
Newaagia,231.5,nonHet,46.88,Newaagia,extinct,247.2,242,72.1,66,Middle Triassic,Cretaceous
Newellipecten,352.8,nonHet,27.51,Newellipecten,extinct,402.5,391.9,364.7,346.7,Emsian,Tournaisian
Newsomella,424.3,nonHet,32.26,Newsomella,extinct,485.4,477.7,259.9,254.17,Ordovician,Wuchiapingian
Nicaisolopha,69.05,nonHet,84.14285714,Nicaisolopha,extant,113,100.5,1.806,0.0117,Albian,Pleistocene
Nicaniella,57.6,Het,5.295,Nicaniella,extinct,228,208.5,66,61.6,Norian,Danian
Nipponicorbula,0.01,Het,10.296,Nipponicorbula,extinct,113,100.5,93.5,89.3,Albian,Coniacian
Nipponitrigonia,77.85,nonHet,58.74,Nipponitrigonia,extinct,170.3,168.3,99.6,93.5,Bajocian,Turonian
Nipponolimopsis,0.01,nonHet,14,Nipponolimopsis,extant,201.3,183,0.0117,0,Jurassic,Cenozoic
Nitidavenus,0.01,Het,23.48,Nitidavenus,extinct,56,47.8,37.2,33.9,Eocene,
Nodipecten,0.01,nonHet,226.5,Nodipecten,extant,28.4,23.03,0.0117,0,Oligocene,Holocene
Noetia,0.01,nonHet,80,Noetia,extant,99.6,93.5,0.0117,0,Late Cretaceous,Cenozoic
Noetiella,0.01,nonHet,34,Noetiella,extant,99.6,93.5,0.0117,0,Late Cretaceous,Cenozoic
Noetiopsis,35.95,nonHet,29.76,Noetiopsis,extinct,47.8,38,47.8,38,Lutetian,Bartonian
Nordenskjoeldia,69.05,nonHet,26.67333333,Nordenskjoeldia,extinct,83.5,66,72.1,66,Campanian,Maastrichtian
Notobotula,0.01,nonHet,18.73666667,Notobotula,extant,,,,,,
Notocallista,0.01,nonHet,80,Notocallista,extant,61.6,56,3.6,2.588,Selandian,Neogene
Notolimea,0.01,nonHet,7,Notolimea,extant,5.333,3.6,5.333,3.6,Zanclean,
Notostrea,31,nonHet,25.635,Notostrea,extinct,55.8,53,5.333,3.6,Eocene,Zanclean
Nototeredo,0.01,Het,24.97333333,Nototeredo,extant,66,61.6,20.44,15.97,Paleogene,Burdigalian
Nototrigonia,106.75,nonHet,50.59,Nototrigonia,extinct,125,100.5,105.3,99.6,Aptian,Cenomanian
Nucinella,0.01,nonHet,25,Nucinella,extant,252.17,251.3,0.0117,0,Mesozoic,Cenozoic
Nucula,0.01,nonHet,28.1,Nucula,extant,478.6,466,0.0117,0,Ordovician,Cenozoic
Nuculana,0.01,nonHet,35.6,Nuculana,extant,478.6,466,0.0117,0,Ordovician,Cenozoic
Nuculites,257.05,nonHet,30.86,Nuculites,extinct,485.4,477.7,254.17,252.17,Ordovician,Permian
Nuculoidea,365.55,nonHet,30.34,Nuculoidea,extinct,460.9,449.5,161.2,150.8,Darriwilian,Jurassic
Nuculoma,142.4,nonHet,17.685,Nuculoma,extinct,247.2,242,15.97,5.333,Middle Triassic,Miocene
Nuculopsis,251.7,nonHet,14.2,Nuculopsis,extinct,407.6,393.3,72.1,66,Emsian,Mesozoic
Numella,0.01,nonHet,11.2,Numella,extant,,,,,,
Nutricola,0.01,nonHet,10,Nutricola,extant,7.246,5.333,0.126,0,Messinian,Holocene
Nuttallia,0.01,Het,150,Nuttallia,extant,66,56,0.126,0.0117,Paleogene,Pleistocene
Oblimopa,0.01,nonHet,31,Oblimopa,extant,201.3,183,0.0117,0,Jurassic,Cenozoic
Obliquipecten,270.55,nonHet,32.19,Obliquipecten,extinct,346.7,330.9,259.9,252.17,Visean,Permian
Odontogryphaea,39.65,nonHet,68.08,Odontogryphaea,extinct,72.1,66,38,33.9,Maastrichtian,Eocene
Opertochasma,69.05,Het,13.00666667,Opertochasma,extinct,100.5,93.9,70.6,66,Late Cretaceous,
Opis,69.05,Het,29.33,Opis,extinct,247.2,242,66,56,Middle Triassic,Paleocene
Opisoma,160.4,nonHet,90.8,Opisoma,extinct,196.5,189.6,155.7,150.8,Sinemurian,Late Jurassic
Opisthoptera,449.1,nonHet,60.7,Opisthoptera,extinct,452,449.5,449.5,443.7,Katian,Hirnantian
Opisthotrigonia,119,nonHet,58.89,Opisthotrigonia,extinct,155.7,150.8,140.2,136.4,Kimmeridgian,Valanginian
Oppenheimopecten,0.01,nonHet,69.54,Oppenheimopecten,extant,37.2,33.9,0.126,0.0117,Priabonian,Pleistocene
Oretia,231.5,nonHet,75.14285714,Oretia,extinct,227.5,221.5,227.5,221.5,Norian,
Ornithopecten,218.25,nonHet,26.41,Ornithopecten,extinct,254.17,252.17,235,232,Changhsingian,Carnian
Orthonota,385.2,nonHet,54.67,Orthonota,extinct,458.4,455.8,364.7,360.7,Late Ordovician,Devonian
Orthoptychus,96.9,nonHet,79.74,Orthoptychus,extinct,100.5,93.9,99.6,93.5,Cenomanian,Turonian
Orthotrigonia,142.4,nonHet,38.03,Orthotrigonia,extinct,201.3,199.3,145,139.8,Jurassic,Berriasian
Orthoyoldia,0.01,nonHet,18.3,Orthoyoldia,extant,66,61.6,2.588,0.0117,Paleogene,Pleistocene
Ortonella,449.1,nonHet,24.15,Ortonella,extinct,458.4,453,315.2,307,Late Ordovician,Moscovian
Ospriasolen,69.05,nonHet,42.86,Ospriasolen,extinct,,,,,,
Osteomya,164.8,nonHet,64.37,Osteomya,extinct,247.2,242,93.5,89.3,Middle Triassic,Coniacian
Ostomya,0.01,nonHet,12.595,Ostomya,extant,15.97,11.608,15.97,7.246,Langhian,Tortonian
Ostrea,0.01,nonHet,190,Ostrea,extant,259.9,254.17,0.0117,0,Lopingian,Cenozoic
Ostreinella,6.29,nonHet,13.575,Ostreinella,extinct,20.44,15.97,20.44,15.97,Burdigalian,
Ostreola,0.01,nonHet,51,Ostreola,extant,13.82,11.62,3.6,2.588,Serravallian,Pliocene
Ostreonella,77.85,nonHet,37.75384615,Ostreonella,extinct,93.5,89.3,93.5,89.3,Turonian,Coniacian
Otapiria,148.55,nonHet,47.66,Otapiria,extinct,237,228,148.5,145,Late Triassic,Jurassic
Ovalarca,0.01,nonHet,2.6525,Ovalarca,extinct,3.6,2.588,3.6,2.588,Piacenzian,
Oxynaia,0.01,nonHet,48.8,Oxynaia,extant,,,,,,
Oxyperas,0.01,Het,111,Oxyperas,extant,56,47.8,5.333,3.6,Eocene,Zanclean
Oxytoma,69.05,nonHet,19.87,Oxytoma,extinct,265.1,259.9,66,61.6,Capitanian,Danian
Pachecoa,35.95,nonHet,8.662,Pachecoa,extinct,56,47.8,41.3,33.9,Eocene,
Pachydon,4.47,Het,15.215,Pachydon,extinct,56,33.9,11.62,7.246,Eocene,Tortonian
Pachymyonia,257.05,nonHet,82.88,Pachymyonia,extinct,323.2,307,254.17,252.17,Pennsylvanian,Permian
Pachymytilus,160.4,nonHet,80.97142857,Pachymytilus,extinct,155.7,150.8,150.8,145,Kimmeridgian,Tithonian
Pachyperna,35.95,nonHet,37.63529412,Pachyperna,extinct,,,,,,
Pachyrisma,167.2,Het,133.98,Pachyrisma,extinct,247.2,242,150.8,145,Middle Triassic,Jurassic
Pachythaerus,0.01,Het,32.53333333,Pachythaerus,extinct,145,130,99.6,93.5,Early Cretaceous,Turonian
Pachytraga,106.75,nonHet,53.9,Pachytraga,extinct,136.4,130,125.45,122.46,Valanginian,Aptian
Pacipecten,0.01,nonHet,38.8,Pacipecten,extant,28.1,23.03,0.126,0,Chattian,Holocene
Pacitrigonia,69.05,nonHet,57.36,Pacitrigonia,extinct,105.3,99.6,70.6,66,Albian,Late Cretaceous
Palaeocardia,428.95,nonHet,40.62,Palaeocardia,extinct,443.4,427.4,443.4,427.4,Llandovery,Wenlock
Palaeocardita,204.9,nonHet,25.51,Palaeocardita,extinct,237,232,170.3,168.3,Late Triassic,Bajocian
Palaeoconcha,435.95,nonHet,4.535,Palaeoconcha,extinct,470,460.9,419.2,387.7,Middle Ordovician,Eifelian
Palaeomoera,69.05,nonHet,24.13,Palaeomoera,extinct,125,113,72.1,66,Aptian,Late Cretaceous
Palaeomya,63.8,Het,10.77,Palaeomya,extinct,460.9,455.8,387.7,382.7,Darriwilian,Middle Devonian
Palaeoneilo,186.75,nonHet,23,Palaeoneilo,extinct,485.4,477.7,145,140.2,Ordovician,Berriasian
Palaeonucula,148.55,nonHet,30.17,Palaeonucula,extinct,339.4,318.1,125,100.5,Visean,Early Cretaceous
Paleyoldia,262.5,nonHet,12.975,Paleyoldia,extinct,407.6,393.3,259.9,254.17,Emsian,Wuchiapingian
Palliolum,0.01,nonHet,37.15,Palliolum,extant,41.3,38,2.588,0.0117,Bartonian,Pleistocene
Palus,96.9,nonHet,34.7,Palus,extinct,,,,,,
Pandora,0.01,nonHet,48.3,Pandora,extant,66,61.6,0.0117,0,Cenozoic,
Panomya,0.01,Het,179,Panomya,extant,28.1,23.03,0.0117,0,Chattian,Holocene
Paphia,0.01,Het,110.8,Paphia,extant,113,100.5,0.0117,0,Albian,Cenozoic
Paphies,0.01,nonHet,83,Paphies,extant,5.333,3.6,0.0117,0,Pliocene,Holocene
Paphonotia,0.01,Het,40,Paphonotia,extant,0.126,0.0117,0.126,0.0117,Late Pleistocene,
Papillicardium,0.01,nonHet,25,Papillicardium,extant,33.9,28.1,2.588,0.0117,Oligocene,Pleistocene
Papyridea,0.01,nonHet,65.3,Papyridea,extant,41.3,38,0.126,0.0117,Bartonian,Pleistocene
Paracaprinula,69.05,nonHet,232.15,Paracaprinula,extinct,83.5,70.6,72.1,66,Campanian,Maastrichtian
Paradiceras,148.55,nonHet,38.05714286,Paradiceras,extinct,150.8,145,150.8,145,Tithonian,
Paradoxia,186.75,nonHet,104.3857143,Paradoxia,extinct,190.8,182.7,190.8,182.7,Pliensbachian,
Paraesa,69.05,nonHet,23.52,Paraesa,extinct,105.3,99.6,72.1,66,Albian,Late Cretaceous
Paraglans,31,nonHet,14.345,Paraglans,extinct,55.8,48.6,41.3,38,Ypresian,Bartonian
Parainoceramus,148.55,nonHet,54.5,Parainoceramus,extinct,279.3,272.3,132.9,125,Kungurian,Barremian
Parallelodon,148.55,nonHet,116.325,Parallelodon,extinct,478.6,466,70.6,66,Ordovician,Mesozoic
Parallelodus,455.7,nonHet,22.21,Parallelodus,extinct,478.6,471.8,460.9,449.5,Early Ordovician,Katian
Paralucinella,31,nonHet,6.837777778,Paralucinella,extinct,33.9,28.4,33.9,23.03,Oligocene,
Paramegalodus,204.9,nonHet,267.9666667,Paramegalodus,extinct,228,208.5,228,208.5,Norian,
Paramodiola,455.7,nonHet,10.92,Paramodiola,extinct,460.9,452,460.9,449.5,Darriwilian,Katian
Paramonopleura,57.6,nonHet,10.09333333,Paramonopleura,extinct,,,,,,
Paramya,0.01,Het,15,Paramya,extant,13.82,11.62,0.0117,0,Serravallian,Holocene
Paramytilarca,449.1,nonHet,12.53,Paramytilarca,extinct,460.9,452,453,445.2,Darriwilian,Katian
Paranodonta,148.55,nonHet,52.36,Paranodonta,,145,130,145,130,Berriasian,Hauterivian
Paranomia,69.05,nonHet,46,Paranomia,extinct,83.5,70.6,66,61.6,Campanian,Danian
Parapholas,0.01,Het,158.6,Parapholas,extant,93.9,89.8,0.126,0,Turonian,Cenozoic
Paraphtonia,455.7,nonHet,27.09,Paraphtonia,extinct,443.4,419.2,443.4,419.2,Silurian,
Parasauvagesia,77.85,nonHet,248.4,Parasauvagesia,extinct,,,,,,
Parastarte,0.01,nonHet,3.8,Parastarte,extant,37.2,33.9,0.0117,0,Priabonian,Holocene
Parathyasira,0.01,nonHet,40.4,Parathyasira,extant,56,41.3,56,41.3,Ypresian,Lutetian
Paraucellina,96.9,nonHet,8.465,Paraucellina,extinct,,,,,,
Parisiella,39.65,nonHet,1.549,Parisiella,extinct,,,,,,
Parmicorbula,35.95,Het,21.71333333,Parmicorbula,extinct,125.45,122.46,41.3,38,Barremian,Bartonian
Parvamussium,0.01,nonHet,36,Parvamussium,extant,242,237,0.126,0.0117,Ladinian,Pleistocene
Parvicardium,0.01,nonHet,20,Parvicardium,extant,66,61.6,0.0117,0,Cenozoic,
Parvicorbis,35.95,nonHet,6.602222222,Parvicorbis,extinct,61.6,59.2,41.3,38,Selandian,Bartonian
Parvilucina,4.47,Het,10.80227273,Parvilucina,extant,113,100.5,0.0117,0,Albian,Cenozoic
Parvithracia,0.01,nonHet,6.5,Parvithracia,extant,,,,,,
Passya,35.95,nonHet,6.360416667,Passya,extinct,,,,,,
Patinopecten,0.01,nonHet,288,Patinopecten,extant,28.4,23.03,0.126,0.0117,Oligocene,Pleistocene
Patro,0.01,nonHet,72.8,Patro,extant,5.333,3.6,5.333,3.6,Zanclean,
Pecchiolia,4.47,nonHet,28.77,Pecchiolia,extinct,41.3,38,5.333,3.6,Bartonian,Zanclean
Pecten,0.01,nonHet,197.9,Pecten,extant,345,336,0.0117,0,Visean,Cenozoic
Pectinula,186.75,nonHet,17.26,Pectinula,extinct,199.3,190.8,182.7,174.1,Sinemurian,Toarcian
Pectunculina,0.01,nonHet,18.61,Pectunculina,extant,201.3,183,0.0117,0,Jurassic,Cenozoic
Pectunculus,0.01,Het,60.3,Pectunculus,extant,125,113,0.126,0,Aptian,Cenozoic
Pedum,0.01,nonHet,108,Pedum,extant,,,,,,
Pelecyora,0.01,Het,47.6,Pelecyora,extant,56,47.8,0.0117,0,Eocene,Holocene
Penicillus,0.01,nonHet,193.4333333,Penicillus,extant,11.608,5.333,0.0117,0,Tortonian,Holocene
Penitella,0.01,nonHet,132,Penitella,extant,28.4,23.03,0.126,0,Oligocene,Holocene
Pentagrammysia,338.8,nonHet,56.45,Pentagrammysia,extinct,307,303.7,279.3,272.3,Kasimovian,Cisuralian
Perampliata,160.4,nonHet,61.07142857,Perampliata,extinct,166.1,157.3,161.2,155.7,Callovian,Kimmeridgian
Pergamidia,218.25,nonHet,72.54285714,Pergamidia,extinct,237,228,221.5,201.3,Late Triassic,
Periglypta,0.01,nonHet,153.1,Periglypta,extant,47.8,41.3,0.126,0,Lutetian,Holocene
Periploma,0.01,nonHet,65.6,Periploma,extant,125,113,0.0117,0,Aptian,Cenozoic
Periplomya,69.05,nonHet,44.18,Periplomya,extinct,136.4,130,59.2,56,Valanginian,Paleocene
Permophorus,257.05,nonHet,22.85757576,Permophorus,extinct,358.9,336,201.3,189.6,Carboniferous,Pliensbachian
Perna,0.01,nonHet,191,Perna,extant,,,,,,
Pernopecten,257.05,nonHet,21.65,Pernopecten,extinct,364.7,360.7,251.3,247.2,Famennian,Early Triassic
Pernostrea,164.8,nonHet,189.0333333,Pernostrea,extinct,164.7,161.2,164.7,161.2,Callovian,Oxfordian
Perrierina,0.01,nonHet,3.5,Perrierina,extant,5.333,2.588,5.333,2.588,Pliocene,
Perucardia,0.01,Het,53.64,Perucardia,extinct,83.5,70.6,70.6,66,Campanian,Maastrichtian
Petalocardia,31,nonHet,4.7325,Petalocardia,extinct,56,47.8,47.8,37.2,Ypresian,Eocene
Petalodontia,69.05,Het,40.36,Petalodontia,extinct,132.9,125,99.6,93.5,Hauterivian,Turonian
Petkovicia,84.95,nonHet,71.89333333,Petkovicia,extinct,93.9,89.8,70.6,66,Turonian,Maastrichtian
Petricola,0.01,Het,63,Petricola,extant,113,100.5,0.0117,0,Albian,Cenozoic
Phaenodesmia,218.25,nonHet,25.1,Phaenodesmia,extinct,247.2,242,83.5,70.6,Middle Triassic,Cretaceous
Pharella,0.01,nonHet,99.9,Pharella,extant,113,100.5,100.5,93.9,Albian,Cenomanian
Pharodina,96.9,nonHet,31.35,Pharodina,extinct,100.5,93.9,93.5,89.3,Cenomanian,Coniacian
Pharus,0.01,nonHet,135,Pharus,extant,23.03,20.44,20.44,15.97,Aquitanian,Burdigalian
Phaxas,0.01,Het,41,Phaxas,extant,48.6,41.3,2.588,0.781,Eocene,Calabrian
